ESCOURI,ID,UUID,ORIGINUUID,SKILLTYPE,REUSELEVEL,PREFERREDLABEL,ALTLABELS,DESCRIPTION,DEFINITION,SCOPENOTE
http://data.europa.eu/esco/skill/0e2ff90d-a139-4acc-8945-514a91e1fb07,key_20182,,,skill/competence,occupation-specific,set up stage decks,"set up stage decks
set up stage deck
install stage decks
setting up stage decks
place stage decks","Set heavy duty decks in place on top of stage scaffolding to serve as a secure space for performance, seating, or crew activities. Cover it with flooring planks if called for.",,
http://data.europa.eu/esco/skill/0e31da4d-591b-46c6-b89f-ff1812c1f67b,key_20183,,,knowledge,cross-sector,history of theology,"the study of the history of religion
historical religious studies
history of theology",The study of the development and evolution of theology throughout history.,,
http://data.europa.eu/esco/skill/0e3493f4-0cad-4fbc-8e02-025f169b8114,key_20184,,,knowledge,transversal,Finnish,"Finnish
ability to comprehend spoken and written Finnish and to speak and write in Finnish
competent in Finnish",The Finnish language. Finnish is an official and working language of the EU.,,
http://data.europa.eu/esco/skill/0e355580-bd4a-465a-8058-92984623070e,key_20185,,,skill/competence,cross-sector,work in outdoor conditions,"working in bad weather
work outdoors in adverse weather conditions
cope with work in bad weather
working outdoors
work in bad weather
work in outdoor conditions
working outdoors in adverse weather conditions
working in outdoor conditions
coping with work in bad weather","Can cope with the different climate conditions such as heat, rain, cold or in strong wind.",,
http://data.europa.eu/esco/skill/0e361e34-c563-4892-b9d3-873a6a4fef8a,key_20186,,,knowledge,sector-specific,digital game genres,"digital game genres
mechanics of digital games","The classification of video games based on their interaction with the game media, such as simulation games, strategy games, adventure games and arcade games.",,
http://data.europa.eu/esco/skill/0e44ce4a-3fab-4834-9b4c-153bb924e483,key_20187,,,skill/competence,occupation-specific,maintain catalogues of antiquarian goods,"preserve catalogues of antiquarian goods
sustain catalogues of antiquarian goods
control catalogues of antiquarian goods
maintain catalogs  of antiquarian goods
manage catalogues of antiquarian goods",Make up inventories of antiquarian products in order to facilitate the search of customers.,,
http://data.europa.eu/esco/skill/0e44ceb3-9dd4-4ec4-b1d7-a0e83ddba7d4,key_20188,,,skill/competence,cross-sector,automotive engineering,"automotive engineering
constructing automobiles
engineering of automotives
automotive technology
vehicle engineering
designing automobiles
engineering of automobiles
engineering of vehicles
motor vehicle engineering","The discipline of engineering that combines mechanical, electrical, electronic, software and safety engineering to design motor vehicles such as trucks, vans and automobiles.",,
http://data.europa.eu/esco/skill/0e503b48-5491-4529-879e-b112251f8d50,key_20189,,,skill/competence,cross-sector,manage event structure installation,"manage event structure installation
manage structure installation for events
manage events structure installation
managing event structure installation
supervise event structure installation
oversee event structure installation","Plan and monitor the assembly of structures such as stages, connection to the electricity network, lighting and projection equipment. Make sure the employees work according to customer's requirements and safety regulations.",,
http://data.europa.eu/esco/skill/0e531bd6-7997-43c0-b042-7cec951e6ada,key_20190,,,skill/competence,sector-specific,develop agricultural production plans,"developing agricultural production plans
crop production plan developing
agricultural production plan developing
develop agricultural production plans
develop crop production plans
developing crop production plans","Develop plans for planting, calculate crop input requirements for all stages of the growth.",,"It may include planning of sow and breed plants, weed, pest and disease control, pruning and crop thinning."
http://data.europa.eu/esco/skill/0e628dde-8d1b-4a1d-b973-a349fe1725c8,key_20191,,,skill/competence,sector-specific,conduct sediment control,"conduct sediment control
conducting of sediment and erosion control
conducting of sediment control
conduct of sediment control
conducting sediment and erosion control
sediment control conduct
conduct sediment and erosion control
conducting sediment control
sediment and erosion control conduct",Manage sediment control processes and projects. Plan sediment control actions to prevent eroded soil from polluting nearby waterways.,,Sediment control techniques are mostly used together with erosion control techniques. Used on construction sites.
http://data.europa.eu/esco/skill/0e62eba3-d076-47e5-b22d-340a8faccb3b,key_20192,,,knowledge,occupation-specific,assistive technology in education,,"Digital devices and equipment that support learners with learning, communication or mobility challenges to access educational resources and achieve their full potential. It includes software such as text to speech and optical character recognition.",,
http://data.europa.eu/esco/skill/0e667579-d045-4c6a-b0f3-230a61edd014,key_20193,,,skill/competence,occupation-specific,model power electronics,simulate power electronics,"Model and simulate power electronics systems, products, and components using technical design software. Assess the viability of the product and examine the physical parameters to ensure a successful production process.",,
http://data.europa.eu/esco/skill/0e685cc5-df53-451f-b987-7fd6d7025447,key_20194,,,skill/competence,sector-specific,provide anti-cancer medical treatment,"provide medical treatment against cancer
supply anti-cancer medical therapy
provide anti-cancer medical therapy
provide anti-cancer medication and therapy
provide medical process against cancer
provide anti-cancer medical treatment
supply anti-cancer medical treatment","Determine the cancer treatment appropriate for the patient, considering chemotherapy, hormonal therapy and targeted therapy such as immunotherapy.",,
http://data.europa.eu/esco/skill/0e75b620-7f75-408a-a625-12d3dbd1c104,key_20195,,,skill/competence,cross-sector,construct moulds,"mould construction
making moulds
making of molds
mould making
mold construction
constructing of molds
construction of molds
mold making
make moulds
making molds
making of moulds
constructing of moulds
constructing molds
construction of moulds
construct molds
make molds
constructing moulds","Construct moulds for the casting of objects in plaster, clay, glass, plastic or metal. Use casting machines and materials such as rubber, plaster or fibreglass.",,
http://data.europa.eu/esco/skill/0e78d9c9-7c3c-4c5c-82cb-205c16edbcb8,key_20196,,,knowledge,occupation-specific,green computing,green computing,"The use of ICT systems in an environmentally responsible and sustainable manner, such as the implementation of energy-efficient servers and central processing units (CPUs), reduction of resources and correct disposal of e-waste.",,
http://data.europa.eu/esco/skill/0e7f7009-6633-47a0-ab39-b04e9436daef,key_20197,,,knowledge,cross-sector,musculoskeletal anatomy,"musculoskeletal system and functions
musculoskeletal functions and system
musculoskeletal anatomy
muscular and skeletal anatomy
musular anatomy
skeletal anatomy","The human musculoskeletal system, comprising of the skeleton, muscles, cartilage, tendons, joints and other connective tissue that supports and binds tissues and organs together. The human musculoskeletal system's primary functions, such as supporting the body, allowing motion, and protecting vital organs.",,
http://data.europa.eu/esco/skill/0e81fcff-2fb5-4c87-afc2-49b5e5d9db50,key_20198,,,skill/competence,occupation-specific,operate biogas plant,"anaerobic digesters operating
operate biogas plant
operating biogas plant
biogas plants operating
anaerobic digester operating
biogas plant operating
operating anaerobic digester","Operate equipment which treats energy crops and waste from farms, called anaerobic digesters. Ensure the equipment functions correctly in the transformation of biomass to biogas which is used for the generation of heat and electricity.",,
http://data.europa.eu/esco/skill/0e89c75a-0f10-4d4c-b85c-ca7cfbeb9352,key_20199,,,skill/competence,sector-specific,assess trim of vessels,"assess boat trim
evaluate the stability of boats in static condition
assess ship trim
analyse the stability of boats in static condition
evaluate the stability of ships in static condition
assess trim of vessels
assess trim of ships
assess trim of boats
evaluate the stability of vessels in static condition
assess vessel trim
analyse the stability of ships in static condition
analyse the stability of vessels in static condition","Assess the trim stability of vessels, referring to the stability of a vessel while it is in a static condition.",,
http://data.europa.eu/esco/skill/0e8a19c5-2f06-4a7c-b228-d4ef1021c5d0,key_20200,,,skill/competence,sector-specific,detect malfunctions in train control systems,"detect malfunctions in train control systems
assess train control systems to find malfunctions
detect faults in train control systems
analyse train control systems to identify malfunctions
identify faults in train control systems
identify malfunctions in train control systems
recognise faults in train control systems
assess train control systems to discover faults
find faults in train control systems
analyse train control systems to find faults
recognise malfunctions in train control systems","Detect malfunctions in train control systems such as radios, radar systems, and electronic and electromagnetic components.",,
http://data.europa.eu/esco/skill/0e8d16c9-e2db-4862-ac06-1567f01ef806,key_20201,,,knowledge,sector-specific,building systems monitoring technology,"M&E systems
building systems monitoring technology
building monitoring systems
building monitoring technology systems
building M&E systems
systems of building monitoring technology
lighting systems
HVAC systems
security systems","Computer-based control systems that monitor mechanical and electrical equipment in a building such as HVAC, security and lighting systems.",,
http://data.europa.eu/esco/skill/0e91219a-e74a-46e6-bcf9-9e14da031343,key_20202,,,skill/competence,transversal,write Ukrainian,"write Ukrainian
show competency in written Ukrainian
writing Ukrainian
correspond in written Ukrainian",Compose written texts in Ukrainian.,,
http://data.europa.eu/esco/skill/0e9e3a56-3b26-4fa5-91df-6d9bfbea4259,key_20203,,,knowledge,cross-sector,electronic test procedures,"protocols for electronic testing
protocols for electronic systems testing
electronic testing protocols
testing protocols for electronics
testing protocols for electronic systems
electronic testing procedures
procedures for electronic testing
testing procedures for electronic systems
electronic test procedures
testing procedures for electronics
electronic test protocols
procedures for electronic systems testing","Testing protocols that enable a variety of analyses of electronic systems, products, and components. These tests include the testing of electrical properties, such as voltage, current, resistance, capacitance, and inductance as well as the testing of specific electronic components, such as the electron tubes, semiconductors, integrated circuits, and batteries. These tests include visual inspection, performance tests, environment tests, and safety tests.",,
http://data.europa.eu/esco/skill/0e9fbf47-0cec-4d82-97f9-12a3334819fe,key_20204,,,skill/competence,sector-specific,control animal movement,"handle movement of animals
manipulate animal movement
direct movement of animals
conduct animal handling
perform animal handling
handle animals
control movement of animals
direct animal movement
manipulate movement of animals
carry out animal handling activities
control animal movement","Direct, control or restrain some or part of an animal's, or a group of animals', movement.",,"""Restrain"" includes physical and mechanical means, and/or the use of chemical means under veterinary direction."
http://data.europa.eu/esco/skill/0ea0b260-617b-4d04-bf00-988dd0b122e5,key_20205,,,skill/competence,cross-sector,execute vehicle maintenance,"achieve vehicle maintenance
undertake vehicle maintenance
execution of vehicle maintenance
execute vehicle maintenance
carry out vehicle maintenance
executing vehicle maintenance
vehicle maintenance execution
enact vehicle maintenance","Execute vehicle maintenance based on supplier or manufacturer instructions. This might include cleaning vehicle engine, cleaning vehicle interior and exterior, maintaining mileage and fuel records, performing non-mechanical maintenance tasks. Service small engines including hydraulic equipment. Check the oil and fluid levels on all equipment. Check vehicles and equipment to insure that they are in smooth and safe working order.",,
http://data.europa.eu/esco/skill/0ea5d4a5-3a7c-4fd0-a62f-992074c85a6c,key_20206,,,skill/competence,cross-sector,set up tower crane,"tower crane assembly
setting up of tower crane
setting up tower crane
assemble tower crane
set up tower crane
tower crane assembling
assembly of tower crane
tower crane setting up
assembling tower crane
tower crane set up","Assist in the installation of a tower crane. Set the mast plumb and pour concrete onto the base to secure it. Bolt the mast into the concrete. Add progressively more pieces to the mast, usually using a mobile crane. Add the operators cabin on top of the mast and attach the jibs piece by piece.",,
http://data.europa.eu/esco/skill/0eb05180-6927-4c35-b898-176e00d0488c,key_20207,,,skill/competence,cross-sector,sell services,"collect money in exchange for services
selling services
sell services
accept payment for services",Encourage sales by identifying the customer’s buying needs and by promoting benefits and features of the organisation’s services. Respond to and resolve customer objections and agree to mutually beneficial terms and conditions.,,
http://data.europa.eu/esco/skill/0eb3807c-acdf-47fe-8853-32a29c7bba27,key_20208,,,knowledge,sector-specific,psychiatric diagnostics,"psychiatric diagnostics
diagnostic systems applied in psychiatry
medical diagnosis in psychiatry","The diagnostic systems and scales applied in psychiatry to determine the type of mental health disorder in adults, children and elderly.",,
http://data.europa.eu/esco/skill/0ebcef42-ad74-438d-b435-87fd734b4d72,key_20209,,,knowledge,sector-specific,parasitology,"parasitology
the study of parasites
the study of parasitic organisms
parasite studies","The microbiology field that study parasites, their formation, and their hosts.",,
http://data.europa.eu/esco/skill/0ebd8359-48bc-4b28-adb1-450774e5f683,key_20210,,,skill/competence,sector-specific,transfer uncut audiovisual material to computer,"transfer uncut audiovisual material to computer
transfer  to computer uncut audiovisual material
transfer unclipped audiovisual material to computer
transfer audiovisual uncut material to computer
transfer unedited audiovisual material to computer","Transfer uncut audiovisual materials to a computer, synchronise them and store them.",,
http://data.europa.eu/esco/skill/0ec5d049-5269-458b-8f02-15a597f320a4,key_20211,,,skill/competence,sector-specific,use venepuncture procedure equipment,"use venepuncture tools
utilise venepuncture procedure equipment
use venepuncture procedure equipment
use blood collection equipment
use venepuncture procedure tools
use venepuncture equipment
handle venepuncture procedure equipment","Make use of the instruments and tools such as tourniquet, alcohol wipes, gauze sponges, sterilized needles and syringes, adhesive bandages, gloves and evacuated collection tubes, used in the procedure for collecting blood from patients.",,
http://data.europa.eu/esco/skill/0ecb719a-15b4-45c9-86b3-34153fd102ed,key_20212,,,skill/competence,sector-specific,place record labels,"place record tags
place record label
place record mark
placing record label
place record brand
place record title
place record labels","Place record labels over top and bottom centre pins of the press, manually or by the use of lacquers.",,
http://data.europa.eu/esco/skill/0ecf2d93-39a1-4b3d-8ebe-36ea879c7cd7,key_20213,,,skill/competence,sector-specific,examine samples in dermatology,"examine a sample in dermatology
examine samples in dermatology
analyse samples in dermatology
examine dermatology samples
examine a dermatology sample
analyse dermatology samples","Prepare tissue, blood or skin samples for examination procedures and analyse them by running chemical and biological tests.",,
http://data.europa.eu/esco/skill/0edc520b-a424-49aa-a557-47c7b7315c2c,key_20214,,,skill/competence,sector-specific,install frameless glass,"setting frameless glass panels
installing frameless glass
installing frameless glass panels
frameless glass installing
installation of frameless glass panels
setting of frameless glass
install frameless glass
frameless glass panel installation
setting frameless glass
installing of frameless glass
setting of frameless glass panels
frameless glass installation
frameless glass setting
installation of frameless glass
frameless glass panel setting","Set frameless glass panes, usually in showers and on bathtubs. Use plastic shims to make sure the glass doesn't touch any hard surfaces, which may cause scratching or breaking. Make sure the glass is level and attach any brackets to keep the glass in place. Waterproof the edges with silicone rubber caulk.",,
http://data.europa.eu/esco/skill/0ee11de3-0efe-498d-9618-23c8be657bcb,key_20215,,,skill/competence,sector-specific,direct rigging equipment operators,"direction of rigging equipment operators
directions to rigging equipment operators
rigging equipment operator direction
guide rigging equipment operators
directing of rigging equipment operators
guiding of rigging equipment operators
guiding rigging equipment operators
directing rigging equipment operators
rigging equipment operator guidance
direct rigging equipment operators
guidance to rigging equipment operators",Provide guidance to rigging equipment operator; provide assistance during setting up and removing rigging equipment.,,
http://data.europa.eu/esco/skill/0ee7b0d6-db98-4785-9948-f2ef415d155a,key_20216,,,skill/competence,cross-sector,write research proposals,write research proposals,"Synthetise and write proposals aiming to solve research problems. Draft the proposal baseline and objectives, the estimated budget, risks and impact. Document the advances and new developments on the relevant subject and field of study.",,
http://data.europa.eu/esco/skill/0ee94af1-b445-4973-9c3f-459fab250342,key_20217,,,skill/competence,cross-sector,apply conflict management,"apply conflict management
utilise conflict management
conflict management application
administer conflict management
employ conflict management
applying conflict management
implement conflict management
application of conflict management","Take ownership of the handling of all complaints and disputes showing empathy and understanding to achieve resolution. Be fully aware of all Social Responsibility protocols and procedures, and be able to deal with a problematic gambling situation in a professional manner with maturity and empathy.",,
http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2,key_20218,,,knowledge,sector-specific,business requirements techniques,business requirements techniques,The procedures required to identify and analyse business and organisational needs.,,
http://data.europa.eu/esco/skill/0ee9e985-0ee5-4a73-8a12-78b53b261bb2,key_20219,,,skill/competence,transversal,interact verbally in English,"interacting verbally in English
speak English
be fluent in English
verbally interact in English
interact verbally in English
communicate verbally in English",Communicate orally  in English.,,
http://data.europa.eu/esco/skill/0eece926-f1a3-4b65-9b99-a35e4c0eb835,key_20220,,,skill/competence,cross-sector,care for food aesthetic,"maintain food aesthetics
manage food aesthetics
care for food aesthetic
care of food aesthetics
care for food aesthetics
caring for food aesthetics
preserve food aesthetics
look after food aesthetics","Convey presentation and aesthetic elements into the production of food. Cut products properly, manage right quantities into the product, care for the attractiveness of the product.",,
http://data.europa.eu/esco/skill/0ef924c5-1ecb-4f94-b059-7516756a55ff,key_20221,,,knowledge,occupation-specific,types of pallets,"sorts of pallets
types of pallets
type of pallet
varieties of pallets
categories of pallets
kinds of pallets","The structure, properties and use of the two main types of pallets: stringer and block pallets.",,
http://data.europa.eu/esco/skill/0efad746-55ba-4586-b481-ebfb1f7a8488,key_20222,,,skill/competence,cross-sector,apply export strategies,"utilise export strategies
employ export strategies
apply export strategies
implement export strategies
applying an export strategy
export strategy application
apply an export strategy
administer export strategies","Follow and implement strategies according to the size of the company and possible advantages towards the international market. Set goals to export products or commodities to the market, in order to minimize risks for potential buyers.",,
http://data.europa.eu/esco/skill/0efbd0a0-0272-445d-90a8-ebb2a9b5058b,key_20223,,,skill/competence,transversal,understand spoken Bosnian,"interpret spoken Bosnian
understand spoken Bosnian
make sense of spoken Bosnian
understanding spoken Bosnian
comprehend spoken Bosnian
understand Bosnian speech
listen to Bosnian",Comprehend orally expressed ​Bosnian.,,
http://data.europa.eu/esco/skill/0efbe2dc-2770-47ec-b8f4-d1bdff6ac0a4,key_20224,,,skill/competence,cross-sector,advise on risk management,"propose on risk management
strategise on accident management
propose on accident management
recommend on accident management
suggest on risk management
advise on risk management
recommend on risk management
strategise on risk management
suggest on accident management","Provide advice on risk management policies and prevention strategies and their implementation, being aware of different kinds of risks to a specific organisation.",,
http://data.europa.eu/esco/skill/0efd5409-0b0a-4dea-8d62-6bb960f61cdd,key_20225,,,skill/competence,cross-sector,make legal decisions,"make legal decisions
agree judicial decisions
take legal decisions
agree legal decisions
hand down judicial decisions
take judicial decisions
produce legal decisions
produce judicial decisions
hand down legal decisions","Make decisions in legal cases in order to reach an official conclusion which has to be enforced, creating a decision which is legally binding for the parties involved in the case.",,
http://data.europa.eu/esco/skill/0f00f63f-3ab4-4057-b92f-500584b51757,key_20226,,,knowledge,sector-specific,Informatica PowerCenter,"Informatica PowerCenter
Informatica Power Center
PowerCenter Informatica","The computer program Informatica PowerCenter is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company Informatica.",,
http://data.europa.eu/esco/skill/0f040ee7-075c-4986-9a6c-d20f846d69d6,key_20227,,,knowledge,sector-specific,rail construction engineering,"specialist railroad construction engineering
engineering for the construction of railways
railway construction engineering
railroad construction engineering
specialist rail construction engineering
construction engineering for railways
rail construction engineering
specialist railway construction engineering
construction engineering for railroads
engineering for the construction of railroads","Thoroughly understand the nature of rail construction engineering; understand safety requirements and related security standards and procedures, to ensure that designs optimise constructability and maintainability.",,
http://data.europa.eu/esco/skill/0f0698e7-04e4-4bf7-9af2-e3191147525a,key_20228,,,skill/competence,cross-sector,optimise production processes parameters,"production processes parameters optimising
optimize  production processes parameters
optimising production processes parameters
production processes parameter optimising
maintaining production processes parameters
maintain production processes parameters
production processes parameters maintaining
production processes parameter maintaining","Optimise and maintain the parameters of the production process such as flow, temperature or pressure.",,
http://data.europa.eu/esco/skill/0f16809e-a1a4-46a4-ae8e-058f5d0d358a,key_20229,,,knowledge,occupation-specific,prototyping in the wearing apparel industry,"creating prototypes for the wearing apparel industry
prototyping in the wearing apparel industry
made-up textile prototyping
wearing apparel prototype making
prototyping for wearing apparel and made-up textile
wearing apparel prototyping
prototyping for made-up textile
creating prototypes for made-up textile articles","The main principles of prototyping for the manufacturing of wearing apparel and made-up textiles: sizes, body measurements, specification, and behaviour of fabrics after cutting.",,
http://data.europa.eu/esco/skill/0f206574-328b-4c71-892b-8d0335ad311f,key_20230,,,skill/competence,sector-specific,interpret customer non-verbal communication,"interpret customer body language
interpret customer non-verbal communication
observe and understand non-verbal methods of communication
perceive non-verbal forms of communication
comprehend non-verbal forms of communication
observe and understand non-verbal communication
intuit customer body language
interpret non-verbal communication
perceive non-verbal communication
interpret non-verbal communication used by customers
intuit customer non-verbal communication","Interpret the non-verbal communication signals of customers, e.g. to assess personality traits or current mood. Use observations to tailor services to the client.",,
http://data.europa.eu/esco/skill/0f214f63-f8bd-49b0-b6c0-160650b0ca89,key_20231,,,skill/competence,cross-sector,select mould types,"selecting mould types
choosing of mold types
choosing mold types
choice of mold types
selecting of mold types
choosing of mould types
select mold  types
selection of mold types
mold type choice
mould type choice
selection of mould types
choosing mould types
mold type selection
mould type selection
selecting of mould types
choice of mould types
selecting mold types",Select the appropriate type and size of mould based on the operation.,,
http://data.europa.eu/esco/skill/0f298334-ae4a-4ab7-96c2-0d90d2883768,key_20232,,,skill/competence,sector-specific,assist individuals with disabilities in community activities,"enable disabled individuals to participate in community activities
facilitate disabled individuals' participatation in community life
facilitate disabled individuals' participatation in community activities
assist disabled individuals with community activity participation
assist disabled individuals to participate in community activities
assist disabled individuals with community life participation","Facilitate the inclusion of individuals with disabilities in the community and support them to establish and maintain relationships through access to community activities, venues and services.",,
http://data.europa.eu/esco/skill/0f2cb38a-6e97-4f49-80f7-1da9e5835ed0,key_20233,,,knowledge,cross-sector,buffing motions,"polishing operation
buffing motions
buffing processes
polishing processes
buffing operation
buffing impetus
buffing techniques
polishing impetus
polishing techniques","The different processes, or motions, used in polishing, depending on the desired end result concerning the level of smoothness and shininess of the metal workpiece: cut motion or colour motion.",,
http://data.europa.eu/esco/skill/0f2cd213-1f80-4c02-96c9-bf183834f7d6,key_20234,,,skill/competence,cross-sector,identify learning disorders,"determine learning disorders
identify learning disorder
identify learning delays
identifying learning disorders
recognize learning disorders
identify learning disorders
ascertain learning disorders","Observe and detect symptoms of Specific Learning Difficulties such as attention deficit hyperactivity disorder (ADHD), dyscalculia, and dysgraphia in children or adult learners. Refer the student to the correct specialised educational expert if necessary.",,
http://data.europa.eu/esco/skill/0f2eee6f-2203-4cc8-9d79-854d2d5d8131,key_20235,,,skill/competence,cross-sector,use questioning techniques,"prepare queries
able to use questioning techniques
ask open questions
utilise questioning techniques
ask closed questions
use questioning techniques
ask questions
apply questioning techniques
using questioning techniques
make use of questioning techniques
interview
ask higher order questions","Formulate questions appropriate to the purpose, such as eliciting accurate information or supporting the learning process.",,
http://data.europa.eu/esco/skill/0f351347-3117-417a-b372-7e58d28dce07,key_20236,,,skill/competence,occupation-specific,manage mediation staff,"manage mediating staff
coordinate mediation staff
manage mediation staff
managing mediation staff
manage mediators","Manage, direct and coach the museum or any art facility education and mediation staff.",,
http://data.europa.eu/esco/skill/0f365cf9-4f68-4a25-affc-75de20bcdc09,key_20237,,,skill/competence,sector-specific,conduct analysis of ship data,"utilise vessel data analysis in decision making
perform data analysis activities on vessel data
conduct data analysis activities on ship data
conduct analysis of vessel data
use ship data analysis in decision making
conduct analysis of ship data
evaluate ship data
perform analysis of ship data
analyse ship data
perform analysis of vessel data",Collect information from a vessel's management software and cross reference it to analyse the data from different points of view and inform decision-making.,,
http://data.europa.eu/esco/skill/0f36a58f-56ba-47dc-8bae-d3df3e5398fe,key_20238,,,skill/competence,sector-specific,decide on make-up process,"select make-up process
decide on make-up process
decide on make-up processes
choose make-up process
deciding on make-up process
determine make-up process",Define the make-up materials and methods you willl use.,,
http://data.europa.eu/esco/skill/0f3ac478-54fa-4305-b077-50e3c0baeb8c,key_20239,,,skill/competence,sector-specific,manage physiotherapy staff,"develop physiotherapy staff
manage staff of physiotherapy
manage physiotherapy personnel
manage physiotherapy staff
supervise physiotherapy staff
recruit physiotherapy staff
manage physiotherapy-staff","Recruit, train, manage, develop and supervise physiotherapy staff where appropriate, ensuring provision of a clinically effective service to clients, recognising the need for further training both for oneself and other physiotherapy staff.",,
http://data.europa.eu/esco/skill/0f3ea1c3-d929-49c7-8551-88e7bf64dda9,key_20240,,,skill/competence,occupation-specific,operate rotary vacuum-drum filter,"handle rotary vacuum-drum filter
operating rotary vacuum-drum filter
activate rotary vacuum-drum filter
operate rotary vacuum-drum filter
run rotary vacuum-drum filter
use rotary vacuum-drum filter
operate rotary vacuum-drum filters
control rotary vacuum-drum filter",Set up and monitor the machine that produces pads or cakes by creating a vacuum to draw the slurry through a filter onto the rotating drum and to remove moisture.,,
http://data.europa.eu/esco/skill/0f46a403-9606-465f-8247-8ae975ff4f35,key_20241,,,skill/competence,cross-sector,communicate verbal instructions,"communicate spoken instructions
communicate instructions verbally
transmit verbal instructions
provide instructions through verbal communication
provide instructions via verbal communication
convey verbal instructions
convey instructions verbally
give instructions using verbal communication
communicate verbal instructions
give instructions utilising verbal communication
communicate instructions orally",Communicate transparent instructions. Ensure that messages are understood and followed correctly.,,
http://data.europa.eu/esco/skill/0f4c6e98-2eea-4e45-931d-c20a27f8f327,key_20242,,,knowledge,sector-specific,animal transport regulations,"regulation of animal transportation
animal transport regulations
regulation for safe animal transportation
regulation of animal transport
animal welfare during transportation
animal transportation regulation
animal welfare, transport
animal welfare during transport",The legal requirements relating to safe and efficient transport of animals.,,
http://data.europa.eu/esco/skill/0f4cc60e-820e-439d-8810-31a2cc27ada6,key_20243,,,skill/competence,sector-specific,use water disinfection equipment,"operating water disinfection equipment
using water disinfection equipment
operate water disinfection equipment
water disinfection equipment using
water disinfection equipment operating
use water disinfection equipment","Operate equipment for water disinfection, using different methods and techniques, such as mechanical filtration, depending on needs.",,
http://data.europa.eu/esco/skill/0f4ef8ad-309b-4574-a62b-12dd33a2f800,key_20244,,,skill/competence,occupation-specific,tend glass forming machines,"glass forming machines operating
operating glass forming machines
operate glass forming machines
tend glass forming machines
glass forming machines tending
tending glass forming machines","Tend automatic glass forming machines by setting them up and operating them in order to press, blow, or spin gobs of molten glass in moulds having end-products such as bottles, containers or cathode ray tubes.",,
http://data.europa.eu/esco/skill/0f4fc0d4-fb91-4703-a6bd-aa271593be55,key_20245,,,skill/competence,occupation-specific,solder lead came joints,"solder lead came parts
solder lead came joints
conjoin lead came joints
solder joints of lead came
soldering of lead came joints",Soldering of lead came windows and joints.,,
http://data.europa.eu/esco/skill/0f5374e3-0b9b-4b16-af7a-49654ce0bb15,key_20246,,,knowledge,sector-specific,human-robot collaboration,,"Human-Robot Collaboration is the study of collaborative processes in which human and robot agents work together to achieve shared goals. Human-Robot Collaboration (HRC) is an interdisciplinary research area comprising classical robotics, human-computer interaction, artificial intelligence, design, cognitive sciences and psychology. It is related to the definition of the plans and the rules for communication to perform a task and achieve a goal in a joint action with a robot.",,
http://data.europa.eu/esco/skill/0f551181-e1af-47e2-b2d8-ff9f4e011ecd,key_20247,,,skill/competence,sector-specific,use clinical assessment techniques,"use clinical assessement technique
apply clinical assessment techniques
use clinical assessement methods
use clinical assessment techniques
apply clinical assessement methods
utilize clinical assessment techniques
use clinical analyses techniques
use clinical assessement method
use clinical judgment methods
use clinical judgment techniques","Use clinical reasoning techniques and clinical judgement when applying a range of appropriate assessment techniques, such as mental status assessment, diagnosis, dynamic formulation, and potential treatment planning.",,
http://data.europa.eu/esco/skill/0f58a178-1382-4df2-95e8-2b3f90e80e24,key_20248,,,skill/competence,transversal,interact verbally in Spanish,"communicate verbally in Spanish
speak Spanish
verbally interact in Spanish
interact verbally in Spanish
interacting verbally in Spanish
be fluent in Spanish",Communicate orally in Spanish.,,
http://data.europa.eu/esco/skill/0f58f88f-d46d-45d7-b0a1-46364e5f7013,key_20249,,,knowledge,cross-sector,plumbing tools,"tools used by plumbers
plumbing tools
pipeworkers tools
range of pipeworkers tools
tools for pipeworking
plumber's tools
range of plumbing tools
pipeworking tools
types of plumber's tools
types of plumbing tools
tools for plumbing
types of pipeworkers tools","A variety of common plumbing tools and their usage cases, limitations and risks.",,
http://data.europa.eu/esco/skill/0f5b4a1d-33e1-4ef0-8efa-0d0aaa69d3d4,key_20250,,,skill/competence,cross-sector,inspect clocks,"clock inspecting
watch checking
inspecting watches
clocks checking
checking watches
clocks inspecting
check clocks
inspect clocks
inspecting clocks
watches checking
watch inspecting
check watches
inspect watches
checking clocks
watches inspecting
clock checking","Inspect clocks and watches and their components for any defects, deterioration or damage. Check electronic timepieces with measuring and testing instruments.",,
http://data.europa.eu/esco/skill/0f5bd097-ed76-47f7-8f44-93be67967b5f,key_20251,,,skill/competence,sector-specific,explain financial jargon,"clarify financial technicalities for clients
specify financial technicalities to clients
explain financial technicalities in plain words
explain financial technicalities to customers
explain financial technicalities to clients
explain financial technicalities to buyers
describe financial technicalities to clients","Explain all details of financial products in plain words to clients, including financial terms and all costs.",,
http://data.europa.eu/esco/skill/0f62b20e-90ea-446b-b5a4-eb5ece4057b0,key_20252,,,skill/competence,sector-specific,develop strategic plans for physiotherapy services,"develop strategic plans for physiotherapy services
develop plans for physiotherapy services
contribute to the development of physiotherapy services
develop strategic plans for physiotherapy service
develop strategic plan for physotherapy services
create strategic plans for physiotherapy services","Contribute to the development of systems, policies and procedures for the provision of physiotherapy services, sharing knowledge and contributing to internal and external learning opportunities.",,
